"fareaId","farea","roleId","role"
20,"Site Engineering / Project Management",20.17,"Geotechnical Engnr"
20,"Site Engineering / Project Management",20.18,"Mech. Engnr-Telecom"
20,"Site Engineering / Project Management",20.19,"Mech. Engnr-HVAC"
20,"Site Engineering / Project Management",20.2,"Mech. Engnr-Plumbing/Fire Protection"
20,"Site Engineering / Project Management",20.22,"Process Engnr-Plant Design"
20,"Site Engineering / Project Management",20.23,"Structural Engnr-Bridge"
20,"Site Engineering / Project Management",20.24,"Structural Engnr-Building"
20,"Site Engineering / Project Management",20.26,"Geographic Information Systems/GIS"
20,"Site Engineering / Project Management",20.27,"Construction-General Building"
20,"Site Engineering / Project Management",20.28,"Construction-Heavy"
20,"Site Engineering / Project Management",20.29,"Construction-Residential"
20,"Site Engineering / Project Management",20.3,"Construction-Specialty"
20,"Site Engineering / Project Management",20.31,"Construction-Construction Management"
20,"Site Engineering / Project Management",20.33,"Maintenance Engnr"
20,"Site Engineering / Project Management",20.35,"Fresher"
20,"Site Engineering / Project Management",20.36,"Trainee"
,,,
2,"Architecture / Interior Design",2.01,"Architect"
2,"Architecture / Interior Design",2.02,"Draughtsman"
2,"Architecture / Interior Design",2.03,"Project Architect"
2,"Architecture / Interior Design",2.04,"Naval Architect"
2,"Architecture / Interior Design",2.05,"Landscape Architect"
2,"Architecture / Interior Design",2.06,"Town Planner"
2,"Architecture / Interior Design",2.08,"Interior Designer"
2,"Architecture / Interior Design",2.09,"Outside Consultant"
2,"Architecture / Interior Design",2.1,"Fresher"
2,"Architecture / Interior Design",2.12,"Trainee"
,,,
5,"Content / Journalism ",5.01,"Content Developer"
5,"Content / Journalism ",5.02,"Freelance Journalist"
5,"Content / Journalism ",5.03,"Business Content Developer"
5,"Content / Journalism ",5.04,"Fashion Content Developer"
5,"Content / Journalism ",5.05,"Features Content Developer"
5,"Content / Journalism ",5.06,"Intnl Business Content Developer"
5,"Content / Journalism ",5.07,"IT/Technical Content Developer"
5,"Content / Journalism ",5.08,"Sports Content Developer"
5,"Content / Journalism ",5.09,"Political Content Developer"
5,"Content / Journalism ",5.1,"Journalist"
5,"Content / Journalism ",5.11,"Sub Editor/Reporter"
5,"Content / Journalism ",5.12,"Sr Sub Editor/Sr Reporter"
5,"Content / Journalism ",5.13,"Coresspondent/Asst. Editor/AssociateEditor"
5,"Content / Journalism ",5.14,"Principal Coresspondent/FeaturesWriter/Resident Writer"
5,"Content / Journalism ",5.15,"Chief of Bureau/Editor in Chief"
5,"Content / Journalism ",5.16,"Investigative Journalist"
5,"Content / Journalism ",5.17,"Proof Reader"
5,"Content / Journalism ",5.18,"Business Editor"
5,"Content / Journalism ",5.19,"Fashion Editor"
5,"Content / Journalism ",5.2,"Features Editor"
5,"Content / Journalism ",5.21,"Intnl Business Editor"
5,"Content / Journalism ",5.22,"IT/Technical Editor"
5,"Content / Journalism ",5.23,"Managing Editor"
5,"Content / Journalism ",5.24,"Sports Editor"
5,"Content / Journalism ",5.25,"Political Editor"
5,"Content / Journalism ",5.27,"Trainee"
5,"Content / Journalism ",5.28,"Fresher"
,,,
7,"CorporatePlanning / Consulting",7.01,"Outside Consultant"
7,"CorporatePlanning / Consulting",7.02,"Sr Outside Consultant"
7,"CorporatePlanning / Consulting",7.03,"Corporate Planning/Strategy Mgr"
7,"CorporatePlanning / Consulting",7.04,"Research Associate"
7,"CorporatePlanning / Consulting",7.05,"Business Analyst"
7,"CorporatePlanning / Consulting",7.06,"EA to Chairman/President/VP"
7,"CorporatePlanning / Consulting",7.07,"Head/VP/GM-CorporatePlanning/Strategy"
7,"CorporatePlanning / Consulting",7.08,"VP/President/Partner"
7,"CorporatePlanning / Consulting",7.09,"CEO/MD/Director"
7,"CorporatePlanning / Consulting",7.11,"Trainees"
7,"CorporatePlanning / Consulting",7.12,"Freshers"
,,,
10,"Export / Import /
Merchandising",10.01,"Documentation/Shipping Exec./Mgr"
10,"Export / Import /
Merchandising",10.02,"Production Exec."
10,"Export / Import /
Merchandising",10.03,"Purchase Officer"
10,"Export / Import /
Merchandising",10.04,"Floor Mgr"
10,"Export / Import /
Merchandising",10.05,"Production Mgr"
10,"Export / Import /
Merchandising",10.06,"Merchandiser"
10,"Export / Import /
Merchandising",10.07,"QA/QC Exec."
10,"Export / Import /
Merchandising",10.08,"QA/QC Mgr"
10,"Export / Import /
Merchandising",10.09,"BD Mgr"
10,"Export / Import /
Merchandising",10.1,"Head/VP/GM-Documentation/Shipping"
10,"Export / Import /
Merchandising",10.11,"Head/VP/GM-Production"
10,"Export / Import /
Merchandising",10.12,"Head/VP/GM-Purchase"
10,"Export / Import /
Merchandising",10.13,"VP/GM-Quality"
10,"Export / Import /
Merchandising",10.14,"CEO/MD/Director"
10,"Export / Import /
Merchandising",10.15,"Liason Officer/Mgr"
10,"Export / Import /
Merchandising",10.16,"Trader"
10,"Export / Import /
Merchandising",10.17,"Agent"
10,"Export / Import /
Merchandising",10.19,"Fresher"
10,"Export / Import /
Merchandising",10.2,"Trainee"
,,,
42,"Fashion / Garments / Merchandising",42.01,"Accessory Designer"
42,"Fashion / Garments / Merchandising",42.02,"Apparel/Garment Designer"
42,"Fashion / Garments / Merchandising",42.03,"Footwear Designer"
42,"Fashion / Garments / Merchandising",42.04,"Merchandiser"
42,"Fashion / Garments / Merchandising",42.05,"Textile Designer"
42,"Fashion / Garments / Merchandising",42.06,"Jewellery Designer"
42,"Fashion / Garments / Merchandising",42.07,"Freelancer"
42,"Fashion / Garments / Merchandising",42.09,"Fresher"
42,"Fashion / Garments / Merchandising",42.1,"Trainee"
,,,
45,"Guards / Security Services",45.01,"Security Guard"
45,"Guards / Security Services",45.02,"Security Supervisor"
45,"Guards / Security Services",45.03,"Security Mgr"
45,"Guards / Security Services",45.04,"Policeman"
45,"Guards / Security Services",45.05,"Army/Navy/Airforce Personnel"
45,"Guards / Security Services",45.06,"Chief Security Officer"
45,"Guards / Security Services",45.08,"Trainee"
45,"Guards / Security Services",45.09,"Fresher"
,,,
4,"Hotels / Restaurants",4.01,"Bartender"
4,"Hotels / Restaurants",4.02,"Commis"
4,"Hotels / Restaurants",4.03,"Steward"
4,"Hotels / Restaurants",4.04,"Captain"
4,"Hotels / Restaurants",4.05,"Host/Hostess"
4,"Hotels / Restaurants",4.06,"Butler"
4,"Hotels / Restaurants",4.07,"Chef De Partis"
4,"Hotels / Restaurants",4.08,"Executive Sous Chef/Chef De Cuisine"
4,"Hotels / Restaurants",4.09,"Sous Chef"
4,"Hotels / Restaurants",4.1,"Banquet Sales Exec./ Mgr"
4,"Hotels / Restaurants",4.11,"Restaurant Mgr"
4,"Hotels / Restaurants",4.12,"F&B Mgr"
4,"Hotels / Restaurants",4.13,"General Manager"
4,"Hotels / Restaurants",4.14,"Housekeeping Exec./Asst."
4,"Hotels / Restaurants",4.15,"Housekeeping Mgr"
4,"Hotels / Restaurants",4.16,"Cashier"
4,"Hotels / Restaurants",4.17,"Front Office/Guest Relations Exec./Mgr"
4,"Hotels / Restaurants",4.18,"Travel Desk Mgr"
4,"Hotels / Restaurants",4.19,"Lobby/Duty Mgr"
4,"Hotels / Restaurants",4.21,"Executive/Master Chef"
4,"Hotels / Restaurants",4.22,"Head/VP/GM-F&B"
4,"Hotels / Restaurants",4.23,"Head/VP/GM/National Manager-Sales"
4,"Hotels / Restaurants",4.24,"Head/VP/-PR/Corp. Communication"
4,"Hotels / Restaurants",4.25,"Head/VP/GM-Accounts"
4,"Hotels / Restaurants",4.26,"CEO/MD/Director"
4,"Hotels / Restaurants",4.27,"Health Club Asst./Mgr"
4,"Hotels / Restaurants",4.28,"Masseur"
4,"Hotels / Restaurants",4.31,"Fresher"
4,"Hotels / Restaurants",4.32,"Trainee"
,,,
24.01,"IT Software - Application Programming / Maintenance",24.01,"Software Developer"
24.01,"IT Software - Application Programming / Maintenance",24.02,"Team Lead/Tech Lead"
24.01,"IT Software - Application Programming / Maintenance",24.03,"System Analyst"
24.01,"IT Software - Application Programming / Maintenance",24.04,"Tech Architect"
24.01,"IT Software - Application Programming / Maintenance",24.05,"Database Architect/Designer"
24.01,"IT Software - Application Programming / Maintenance",24.06,"Project Lead"
24.01,"IT Software - Application Programming / Maintenance",24.07,"Testing Engnr"
24.01,"IT Software - Application Programming / Maintenance",24.08,"Product Mgr"
24.01,"IT Software - Application Programming / Maintenance",24.09,"Graphic/Web Designer"
24.01,"IT Software - Application Programming / Maintenance",24.1,"Release Mgr"
24.01,"IT Software - Application Programming / Maintenance",24.11,"DBA"
24.01,"IT Software - Application Programming / Maintenance",24.12,"Network Admin"
24.01,"IT Software - Application Programming / Maintenance",24.13,"System Admin"
24.01,"IT Software - Application Programming / Maintenance",24.14,"System Security"
24.01,"IT Software - Application Programming / Maintenance",24.15,"Tech Support Engnr"
24.01,"IT Software - Application Programming / Maintenance",24.16,"Maintenance Engnr"
24.01,"IT Software - Application Programming / Maintenance",24.17,"Webmaster"
24.01,"IT Software - Application Programming / Maintenance",24.18,"IT/Networking-Mgr"
24.01,"IT Software - Application Programming / Maintenance",24.19,"Information Systems(MIS)-Mgr"
24.01,"IT Software - Application Programming / Maintenance",24.2,"System Integration Techician"
24.01,"IT Software - Application Programming / Maintenance",24.21,"Business Analyst"
24.01,"IT Software - Application Programming / Maintenance",24.22,"Datawarehousing Technician"
24.01,"IT Software - Application Programming / Maintenance",24.23,"Outside Technical Consultant"
24.01,"IT Software - Application Programming / Maintenance",24.24,"Functional Outside Consultant"
24.01,"IT Software - Application Programming / Maintenance",24.25,"EDP Analyst"
24.01,"IT Software - Application Programming / Maintenance",24.26,"Technical Writer"
24.01,"IT Software - Application Programming / Maintenance",24.27,"Instructional Designer"
24.01,"IT Software - Application Programming / Maintenance",24.28,"Technical Documentor"
24.01,"IT Software - Application Programming / Maintenance",24.29,"QA/QC Exec."
24.01,"IT Software - Application Programming / Maintenance",24.3,"QA/QC Mgr"
24.01,"IT Software - Application Programming / Maintenance",24.31,"Project Mgr-IT/Software"
24.01,"IT Software - Application Programming / Maintenance",24.32,"Program Mgr"
24.01,"IT Software - Application Programming / Maintenance",24.33,"Head/VP/GM-Quality"
24.01,"IT Software - Application Programming / Maintenance",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.01,"IT Software - Application Programming / Maintenance",24.35,"CIO"
24.01,"IT Software - Application Programming / Maintenance",24.36,"Trainer/Faculty"
24.01,"IT Software - Application Programming / Maintenance",24.37,"Trainee"
24.01,"IT Software - Application Programming / Maintenance",24.38,"Fresher"
24.01,"IT Software - Application Programming / Maintenance",24.39,"Outside Consultant"
24.01,"IT Software - Application Programming / Maintenance",24.4,"IT/Technical Content Developer"
,,,
24.02,"IT Software - Client Server",24.01,"Software Developer"
24.02,"IT Software - Client Server",24.02,"Team Lead/Tech Lead"
24.02,"IT Software - Client Server",24.03,"System Analyst"
24.02,"IT Software - Client Server",24.04,"Tech Architect"
24.02,"IT Software - Client Server",24.05,"Database Architect/Designer"
24.02,"IT Software - Client Server",24.06,"Project Lead"
24.02,"IT Software - Client Server",24.07,"Testing Engnr"
24.02,"IT Software - Client Server",24.08,"Product Mgr"
24.02,"IT Software - Client Server",24.09,"Graphic/Web Designer"
24.02,"IT Software - Client Server",24.1,"Release Mgr"
24.02,"IT Software - Client Server",24.11,"DBA"
24.02,"IT Software - Client Server",24.12,"Network Admin"
24.02,"IT Software - Client Server",24.13,"System Admin"
24.02,"IT Software - Client Server",24.14,"System Security"
24.02,"IT Software - Client Server",24.15,"Tech Support Engnr"
24.02,"IT Software - Client Server",24.16,"Maintenance Engnr"
24.02,"IT Software - Client Server",24.17,"Webmaster"
24.02,"IT Software - Client Server",24.18,"IT/Networking-Mgr"
24.02,"IT Software - Client Server",24.19,"Information Systems(MIS)-Mgr"
24.02,"IT Software - Client Server",24.2,"System Integration Techician"
24.02,"IT Software - Client Server",24.21,"Business Analyst"
24.02,"IT Software - Client Server",24.22,"Datawarehousing Technician"
24.02,"IT Software - Client Server",24.23,"Outside Technical Consultant"
24.02,"IT Software - Client Server",24.24,"Functional Outside Consultant"
24.02,"IT Software - Client Server",24.25,"EDP Analyst"
24.02,"IT Software - Client Server",24.26,"Technical Writer"
24.02,"IT Software - Client Server",24.27,"Instructional Designer"
24.02,"IT Software - Client Server",24.28,"Technical Documentor"
24.02,"IT Software - Client Server",24.29,"QA/QC Exec."
24.02,"IT Software - Client Server",24.3,"QA/QC Mgr"
24.02,"IT Software - Client Server",24.31,"Project Mgr-IT/Software"
24.02,"IT Software - Client Server",24.32,"Program Mgr"
24.02,"IT Software - Client Server",24.33,"Head/VP/GM-Quality"
24.02,"IT Software - Client Server",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.02,"IT Software - Client Server",24.35,"CIO"
24.02,"IT Software - Client Server",24.36,"Trainer/Faculty"
24.02,"IT Software - Client Server",24.37,"Trainee"
24.02,"IT Software - Client Server",24.38,"Fresher"
24.02,"IT Software - Client Server",24.39,"Outside Consultant"
24.02,"IT Software - Client Server",24.4,"IT/Technical Content Developer"
,,,
24.03,"IT Software - DBA / Datawarehousing",24.01,"Software Developer"
24.03,"IT Software - DBA / Datawarehousing",24.02,"Team Lead/Tech Lead"
24.03,"IT Software - DBA / Datawarehousing",24.03,"System Analyst"
24.03,"IT Software - DBA / Datawarehousing",24.04,"Tech Architect"
24.03,"IT Software - DBA / Datawarehousing",24.05,"Database Architect/Designer"
24.03,"IT Software - DBA / Datawarehousing",24.06,"Project Lead"
24.03,"IT Software - DBA / Datawarehousing",24.07,"Testing Engnr"
24.03,"IT Software - DBA / Datawarehousing",24.08,"Product Mgr"
24.03,"IT Software - DBA / Datawarehousing",24.09,"Graphic/Web Designer"
24.03,"IT Software - DBA / Datawarehousing",24.1,"Release Mgr"
24.03,"IT Software - DBA / Datawarehousing",24.11,"DBA"
24.03,"IT Software - DBA / Datawarehousing",24.12,"Network Admin"
24.03,"IT Software - DBA / Datawarehousing",24.13,"System Admin"
24.03,"IT Software - DBA / Datawarehousing",24.14,"System Security"
24.03,"IT Software - DBA / Datawarehousing",24.15,"Tech Support Engnr"
24.03,"IT Software - DBA / Datawarehousing",24.16,"Maintenance Engnr"
24.03,"IT Software - DBA / Datawarehousing",24.17,"Webmaster"
24.03,"IT Software - DBA / Datawarehousing",24.18,"IT/Networking-Mgr"
24.03,"IT Software - DBA / Datawarehousing",24.19,"Information Systems(MIS)-Mgr"
24.03,"IT Software - DBA / Datawarehousing",24.2,"System Integration Techician"
24.03,"IT Software - DBA / Datawarehousing",24.21,"Business Analyst"
24.03,"IT Software - DBA / Datawarehousing",24.22,"Datawarehousing Technician"
24.03,"IT Software - DBA / Datawarehousing",24.23,"Outside Technical Consultant"
24.03,"IT Software - DBA / Datawarehousing",24.24,"Functional Outside Consultant"
24.03,"IT Software - DBA / Datawarehousing",24.25,"EDP Analyst"
24.03,"IT Software - DBA / Datawarehousing",24.26,"Technical Writer"
24.03,"IT Software - DBA / Datawarehousing",24.27,"Instructional Designer"
24.03,"IT Software - DBA / Datawarehousing",24.28,"Technical Documentor"
24.03,"IT Software - DBA / Datawarehousing",24.29,"QA/QC Exec."
24.03,"IT Software - DBA / Datawarehousing",24.3,"QA/QC Mgr"
24.03,"IT Software - DBA / Datawarehousing",24.31,"Project Mgr-IT/Software"
24.03,"IT Software - DBA / Datawarehousing",24.32,"Program Mgr"
24.03,"IT Software - DBA / Datawarehousing",24.33,"Head/VP/GM-Quality"
24.03,"IT Software - DBA / Datawarehousing",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.03,"IT Software - DBA / Datawarehousing",24.35,"CIO"
24.03,"IT Software - DBA / Datawarehousing",24.36,"Trainer/Faculty"
24.03,"IT Software - DBA / Datawarehousing",24.37,"Trainee"
24.03,"IT Software - DBA / Datawarehousing",24.38,"Fresher"
24.03,"IT Software - DBA / Datawarehousing",24.39,"Outside Consultant"
24.03,"IT Software - DBA / Datawarehousing",24.4,"IT/Technical Content Developer"
,,,
24.04,"IT Software - ERP / CRM",24.01,"Software Developer"
24.04,"IT Software - ERP / CRM",24.02,"Team Lead/Tech Lead"
24.04,"IT Software - ERP / CRM",24.03,"System Analyst"
24.04,"IT Software - ERP / CRM",24.04,"Tech Architect"
24.04,"IT Software - ERP / CRM",24.05,"Database Architect/Designer"
24.04,"IT Software - ERP / CRM",24.06,"Project Lead"
24.04,"IT Software - ERP / CRM",24.07,"Testing Engnr"
24.04,"IT Software - ERP / CRM",24.08,"Product Mgr"
24.04,"IT Software - ERP / CRM",24.09,"Graphic/Web Designer"
24.04,"IT Software - ERP / CRM",24.1,"Release Mgr"
24.04,"IT Software - ERP / CRM",24.11,"DBA"
24.04,"IT Software - ERP / CRM",24.12,"Network Admin"
24.04,"IT Software - ERP / CRM",24.13,"System Admin"
24.04,"IT Software - ERP / CRM",24.14,"System Security"
24.04,"IT Software - ERP / CRM",24.15,"Tech Support Engnr"
24.04,"IT Software - ERP / CRM",24.16,"Maintenance Engnr"
24.04,"IT Software - ERP / CRM",24.17,"Webmaster"
24.04,"IT Software - ERP / CRM",24.18,"IT/Networking-Mgr"
24.04,"IT Software - ERP / CRM",24.19,"Information Systems(MIS)-Mgr"
24.04,"IT Software - ERP / CRM",24.2,"System Integration Techician"
24.04,"IT Software - ERP / CRM",24.21,"Business Analyst"
24.04,"IT Software - ERP / CRM",24.22,"Datawarehousing Technician"
24.04,"IT Software - ERP / CRM",24.23,"Outside Technical Consultant"
24.04,"IT Software - ERP / CRM",24.24,"Functional Outside Consultant"
24.04,"IT Software - ERP / CRM",24.25,"EDP Analyst"
24.04,"IT Software - ERP / CRM",24.26,"Technical Writer"
24.04,"IT Software - ERP / CRM",24.27,"Instructional Designer"
24.04,"IT Software - ERP / CRM",24.28,"Technical Documentor"
24.04,"IT Software - ERP / CRM",24.29,"QA/QC Exec."
24.04,"IT Software - ERP / CRM",24.3,"QA/QC Mgr"
24.04,"IT Software - ERP / CRM",24.31,"Project Mgr-IT/Software"
24.04,"IT Software - ERP / CRM",24.32,"Program Mgr"
24.04,"IT Software - ERP / CRM",24.33,"Head/VP/GM-Quality"
24.04,"IT Software - ERP / CRM",24.34,"Head/VP/GM-Technology(IT)/CTO"
24.04,"IT Software - ERP / CRM",24.35,"CIO"
24.04,"IT Software - ERP / CRM",24.36,"Trainer/Faculty"
24.04,"IT Software - ERP / CRM",24.37,"Trainee"
24.04,"IT Software - ERP / CRM",24.38,"Fresher"
24.04,"IT Software - ERP / CRM",24.39,"Outside Consultant"
24.04,"IT Software - ERP / CRM",24.4,"IT/Technical Content Developer"
,,,
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.01,"Software Developer"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.02,"Team Lead/Tech Lead"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.03,"System Analyst"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.04,"Tech Architect"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.05,"Database Architect/Designer"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.06,"Project Lead"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.07,"Testing Engnr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.08,"Product Mgr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.09,"Graphic/Web Designer"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.1,"Release Mgr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.11,"DBA"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.12,"Network Admin"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.13,"System Admin"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.14,"System Security"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.15,"Tech Support Engnr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.16,"Maintenance Engnr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.17,"Webmaster"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.18,"IT/Networking-Mgr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.19,"Information Systems(MIS)-Mgr"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.2,"System Integration Techician"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.21,"Business Analyst"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.22,"Datawarehousing Technician"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.23,"Outside Technical Consultant"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.24,"Functional Outside Consultant"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.25,"EDP Analyst"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.26,"Technical Writer"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.27,"Instructional Designer"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.28,"Technical Documentor"
24.05,"IT Software - Embedded / EDA / VLSI / ASIC / Chip Design",24.29,"QA/QC Exec."
